i,j,map,prob_of_b_east_given_intended,prob_of_b_north_given_intended,prob_of_b_south_given_intended,prob_of_b_west_given_intended,prob_of_d_east_given_intended,prob_of_d_north_given_intended,prob_of_d_south_given_intended,prob_of_d_west_given_intended,prob_of_EDGE_east_given_intended,prob_of_EDGE_north_given_intended,prob_of_EDGE_south_given_intended,prob_of_EDGE_west_given_intended,prob_of_f_east_given_intended,prob_of_f_north_given_intended,prob_of_f_south_given_intended,prob_of_f_west_given_intended,prob_of_g_east_given_intended,prob_of_g_north_given_intended,prob_of_g_south_given_intended,prob_of_g_west_given_intended,prob_of_m_east_given_intended,prob_of_m_north_given_intended,prob_of_m_south_given_intended,prob_of_m_west_given_intended,prob_of_r_east_given_intended,prob_of_r_north_given_intended,prob_of_r_south_given_intended,prob_of_r_west_given_intended,prob_of_w_east_given_intended,prob_of_w_north_given_intended,prob_of_w_south_given_intended,prob_of_w_west_given_intended,intended
10,6,PalletTown,0,0.1133333333,0.1133333333,0.0266666667,0.76,0.6133333333,0.6133333333,0.76,0,0,0,0,0.0066666667,0,0.1133333333,0.1066666667,0.2333333333,0.2466666667,0.16,0.1,0,0,0,0,0,0,0,0,0,0.0266666667,0,0.0066666667,d
10,7,PalletTown,0,0.1133333333,0.1133333333,0.0266666667,0.76,0.6133333333,0.6133333333,0.76,0,0,0,0,0.0066666667,0,0.1133333333,0.1066666667,0.2333333333,0.2466666667,0.16,0.1,0,0,0,0,0,0,0,0,0,0.0266666667,0,0.0066666667,d
10,8,PalletTown,0,0.1133333333,0.1133333333,0.0266666667,0.76,0.6133333333,0.6133333333,0.76,0,0,0,0,0.0066666667,0,0.1133333333,0.1066666667,0.2333333333,0.2466666667,0.16,0.1,0,0,0,0,0,0,0,0,0,0.0266666667,0,0.0066666667,d
10,9,PalletTown,0,0.1133333333,0.1133333333,0.0266666667,0.76,0.6133333333,0.6133333333,0.76,0,0,0,0,0.0066666667,0,0.1133333333,0.1066666667,0.2333333333,0.2466666667,0.16,0.1,0,0,0,0,0,0,0,0,0,0.0266666667,0,0.0066666667,d
10,10,PalletTown,0,0.1133333333,0.1133333333,0.0266666667,0.76,0.6133333333,0.6133333333,0.76,0,0,0,0,0.0066666667,0,0.1133333333,0.1066666667,0.2333333333,0.2466666667,0.16,0.1,0,0,0,0,0,0,0,0,0,0.0266666667,0,0.0066666667,d
10,11,PalletTown,0,0.1133333333,0.1133333333,0.0266666667,0.76,0.6133333333,0.6133333333,0.76,0,0,0,0,0.0066666667,0,0.1133333333,0.1066666667,0.2333333333,0.2466666667,0.16,0.1,0,0,0,0,0,0,0,0,0,0.0266666667,0,0.0066666667,d
10,12,PalletTown,0,0.1133333333,0.1133333333,0.0266666667,0.76,0.6133333333,0.6133333333,0.76,0,0,0,0,0.0066666667,0,0.1133333333,0.1066666667,0.2333333333,0.2466666667,0.16,0.1,0,0,0,0,0,0,0,0,0,0.0266666667,0,0.0066666667,d
10,13,PalletTown,0,0.1133333333,0.1133333333,0.0266666667,0.76,0.6133333333,0.6133333333,0.76,0,0,0,0,0.0066666667,0,0.1133333333,0.1066666667,0.2333333333,0.2466666667,0.16,0.1,0,0,0,0,0,0,0,0,0,0.0266666667,0,0.0066666667,d
10,14,PalletTown,0,0.1133333333,0.1133333333,0.0266666667,0.76,0.6133333333,0.6133333333,0.76,0,0,0,0,0.0066666667,0,0.1133333333,0.1066666667,0.2333333333,0.2466666667,0.16,0.1,0,0,0,0,0,0,0,0,0,0.0266666667,0,0.0066666667,d
10,15,PalletTown,0,0.1133333333,0.1133333333,0.0266666667,0.76,0.6133333333,0.6133333333,0.76,0,0,0,0,0.0066666667,0,0.1133333333,0.1066666667,0.2333333333,0.2466666667,0.16,0.1,0,0,0,0,0,0,0,0,0,0.0266666667,0,0.0066666667,d
10,16,PalletTown,0,0.1133333333,0.1133333333,0.0266666667,0.76,0.6133333333,0.6133333333,0.76,0,0,0,0,0.0066666667,0,0.1133333333,0.1066666667,0.2333333333,0.2466666667,0.16,0.1,0,0,0,0,0,0,0,0,0,0.0266666667,0,0.0066666667,d
10,17,PalletTown,0,0.1133333333,0.1133333333,0.0266666667,0.76,0.6133333333,0.6133333333,0.76,0,0,0,0,0.0066666667,0,0.1133333333,0.1066666667,0.2333333333,0.2466666667,0.16,0.1,0,0,0,0,0,0,0,0,0,0.0266666667,0,0.0066666667,d
10,18,PalletTown,0,0.1133333333,0.1133333333,0.0266666667,0.76,0.6133333333,0.6133333333,0.76,0,0,0,0,0.0066666667,0,0.1133333333,0.1066666667,0.2333333333,0.2466666667,0.16,0.1,0,0,0,0,0,0,0,0,0,0.0266666667,0,0.0066666667,d
10,19,PalletTown,0,0.1133333333,0.1133333333,0.0266666667,0.76,0.6133333333,0.6133333333,0.76,0,0,0,0,0.0066666667,0,0.1133333333,0.1066666667,0.2333333333,0.2466666667,0.16,0.1,0,0,0,0,0,0,0,0,0,0.0266666667,0,0.0066666667,d
10,20,PalletTown,0,0.1133333333,0.1133333333,0.0266666667,0.76,0.6133333333,0.6133333333,0.76,0,0,0,0,0.0066666667,0,0.1133333333,0.1066666667,0.2333333333,0.2466666667,0.16,0.1,0,0,0,0,0,0,0,0,0,0.0266666667,0,0.0066666667,d
10,21,PalletTown,0.0779220779,0,0,0.0519480519,0.0974025974,0.1558441558,0.2402597403,0.2272727273,0,0.0519480519,0.012987013,0,0.1493506494,0.0519480519,0.0064935065,0.0519480519,0.6428571429,0.7402597403,0.7402597403,0.6428571429,0,0,0,0,0,0,0,0,0.0324675325,0,0,0.025974026,g
10,22,PalletTown,0,0,0,0,0.0869565217,0.0923913043,0,0.0054347826,0.1304347826,0.0652173913,0.1195652174,0.1304347826,0.7391304348,0.8369565217,0.8369565217,0.7391304348,0.0434782609,0.0054347826,0.0434782609,0.125,0,0,0,0,0,0,0,0,0,0,0,0,f
10,23,PalletTown,0,0,0,0,0.0869565217,0.0923913043,0,0.0054347826,0.1304347826,0.0652173913,0.1195652174,0.1304347826,0.7391304348,0.8369565217,0.8369565217,0.7391304348,0.0434782609,0.0054347826,0.0434782609,0.125,0,0,0,0,0,0,0,0,0,0,0,0,f
11,0,PalletTown,0,0,0,0,0.0869565217,0.0923913043,0,0.0054347826,0.1304347826,0.0652173913,0.1195652174,0.1304347826,0.7391304348,0.8369565217,0.8369565217,0.7391304348,0.0434782609,0.0054347826,0.0434782609,0.125,0,0,0,0,0,0,0,0,0,0,0,0,f
11,1,PalletTown,0,0,0,0,0.0869565217,0.0923913043,0,0.0054347826,0.1304347826,0.0652173913,0.1195652174,0.1304347826,0.7391304348,0.8369565217,0.8369565217,0.7391304348,0.0434782609,0.0054347826,0.0434782609,0.125,0,0,0,0,0,0,0,0,0,0,0,0,f
11,2,PalletTown,0,0.1133333333,0.1133333333,0.0266666667,0.76,0.6133333333,0.6133333333,0.76,0,0,0,0,0.0066666667,0,0.1133333333,0.1066666667,0.2333333333,0.2466666667,0.16,0.1,0,0,0,0,0,0,0,0,0,0.0266666667,0,0.0066666667,d
11,3,PalletTown,0,0.1133333333,0.1133333333,0.0266666667,0.76,0.6133333333,0.6133333333,0.76,0,0,0,0,0.0066666667,0,0.1133333333,0.1066666667,0.2333333333,0.2466666667,0.16,0.1,0,0,0,0,0,0,0,0,0,0.0266666667,0,0.0066666667,d
11,4,PalletTown,0,0.1133333333,0.1133333333,0.0266666667,0.76,0.6133333333,0.6133333333,0.76,0,0,0,0,0.0066666667,0,0.1133333333,0.1066666667,0.2333333333,0.2466666667,0.16,0.1,0,0,0,0,0,0,0,0,0,0.0266666667,0,0.0066666667,d
11,5,PalletTown,0,0.1133333333,0.1133333333,0.0266666667,0.76,0.6133333333,0.6133333333,0.76,0,0,0,0,0.0066666667,0,0.1133333333,0.1066666667,0.2333333333,0.2466666667,0.16,0.1,0,0,0,0,0,0,0,0,0,0.0266666667,0,0.0066666667,d
11,6,PalletTown,0,0.1133333333,0.1133333333,0.0266666667,0.76,0.6133333333,0.6133333333,0.76,0,0,0,0,0.0066666667,0,0.1133333333,0.1066666667,0.2333333333,0.2466666667,0.16,0.1,0,0,0,0,0,0,0,0,0,0.0266666667,0,0.0066666667,d
11,7,PalletTown,0,0.1133333333,0.1133333333,0.0266666667,0.76,0.6133333333,0.6133333333,0.76,0,0,0,0,0.0066666667,0,0.1133333333,0.1066666667,0.2333333333,0.2466666667,0.16,0.1,0,0,0,0,0,0,0,0,0,0.0266666667,0,0.0066666667,d
11,8,PalletTown,0,0.1133333333,0.1133333333,0.0266666667,0.76,0.6133333333,0.6133333333,0.76,0,0,0,0,0.0066666667,0,0.1133333333,0.1066666667,0.2333333333,0.2466666667,0.16,0.1,0,0,0,0,0,0,0,0,0,0.0266666667,0,0.0066666667,d
11,9,PalletTown,0,0.1133333333,0.1133333333,0.0266666667,0.76,0.6133333333,0.6133333333,0.76,0,0,0,0,0.0066666667,0,0.1133333333,0.1066666667,0.2333333333,0.2466666667,0.16,0.1,0,0,0,0,0,0,0,0,0,0.0266666667,0,0.0066666667,d
11,10,PalletTown,0,0.1133333333,0.1133333333,0.0266666667,0.76,0.6133333333,0.6133333333,0.76,0,0,0,0,0.0066666667,0,0.1133333333,0.1066666667,0.2333333333,0.2466666667,0.16,0.1,0,0,0,0,0,0,0,0,0,0.0266666667,0,0.0066666667,d
11,11,PalletTown,0,0.1133333333,0.1133333333,0.0266666667,0.76,0.6133333333,0.6133333333,0.76,0,0,0,0,0.0066666667,0,0.1133333333,0.1066666667,0.2333333333,0.2466666667,0.16,0.1,0,0,0,0,0,0,0,0,0,0.0266666667,0,0.0066666667,d
11,12,PalletTown,0,0.1133333333,0.1133333333,0.0266666667,0.76,0.6133333333,0.6133333333,0.76,0,0,0,0,0.0066666667,0,0.1133333333,0.1066666667,0.2333333333,0.2466666667,0.16,0.1,0,0,0,0,0,0,0,0,0,0.0266666667,0,0.0066666667,d
11,13,PalletTown,0,0.1133333333,0.1133333333,0.0266666667,0.76,0.6133333333,0.6133333333,0.76,0,0,0,0,0.0066666667,0,0.1133333333,0.1066666667,0.2333333333,0.2466666667,0.16,0.1,0,0,0,0,0,0,0,0,0,0.0266666667,0,0.0066666667,d
11,14,PalletTown,0,0.1133333333,0.1133333333,0.0266666667,0.76,0.6133333333,0.6133333333,0.76,0,0,0,0,0.0066666667,0,0.1133333333,0.1066666667,0.2333333333,0.2466666667,0.16,0.1,0,0,0,0,0,0,0,0,0,0.0266666667,0,0.0066666667,d
11,15,PalletTown,0,0.1133333333,0.1133333333,0.0266666667,0.76,0.6133333333,0.6133333333,0.76,0,0,0,0,0.0066666667,0,0.1133333333,0.1066666667,0.2333333333,0.2466666667,0.16,0.1,0,0,0,0,0,0,0,0,0,0.0266666667,0,0.0066666667,d
11,16,PalletTown,0,0.1133333333,0.1133333333,0.0266666667,0.76,0.6133333333,0.6133333333,0.76,0,0,0,0,0.0066666667,0,0.1133333333,0.1066666667,0.2333333333,0.2466666667,0.16,0.1,0,0,0,0,0,0,0,0,0,0.0266666667,0,0.0066666667,d
11,17,PalletTown,0,0.1133333333,0.1133333333,0.0266666667,0.76,0.6133333333,0.6133333333,0.76,0,0,0,0,0.0066666667,0,0.1133333333,0.1066666667,0.2333333333,0.2466666667,0.16,0.1,0,0,0,0,0,0,0,0,0,0.0266666667,0,0.0066666667,d
11,18,PalletTown,0,0.1133333333,0.1133333333,0.0266666667,0.76,0.6133333333,0.6133333333,0.76,0,0,0,0,0.0066666667,0,0.1133333333,0.1066666667,0.2333333333,0.2466666667,0.16,0.1,0,0,0,0,0,0,0,0,0,0.0266666667,0,0.0066666667,d
11,19,PalletTown,0,0.1133333333,0.1133333333,0.0266666667,0.76,0.6133333333,0.6133333333,0.76,0,0,0,0,0.0066666667,0,0.1133333333,0.1066666667,0.2333333333,0.2466666667,0.16,0.1,0,0,0,0,0,0,0,0,0,0.0266666667,0,0.0066666667,d
11,20,PalletTown,0,0.1133333333,0.1133333333,0.0266666667,0.76,0.6133333333,0.6133333333,0.76,0,0,0,0,0.0066666667,0,0.1133333333,0.1066666667,0.2333333333,0.2466666667,0.16,0.1,0,0,0,0,0,0,0,0,0,0.0266666667,0,0.0066666667,d
11,21,PalletTown,0.0779220779,0,0,0.0519480519,0.0974025974,0.1558441558,0.2402597403,0.2272727273,0,0.0519480519,0.012987013,0,0.1493506494,0.0519480519,0.0064935065,0.0519480519,0.6428571429,0.7402597403,0.7402597403,0.6428571429,0,0,0,0,0,0,0,0,0.0324675325,0,0,0.025974026,g
11,22,PalletTown,0,0,0,0,0.0869565217,0.0923913043,0,0.0054347826,0.1304347826,0.0652173913,0.1195652174,0.1304347826,0.7391304348,0.8369565217,0.8369565217,0.7391304348,0.0434782609,0.0054347826,0.0434782609,0.125,0,0,0,0,0,0,0,0,0,0,0,0,f
11,23,PalletTown,0,0,0,0,0.0869565217,0.0923913043,0,0.0054347826,0.1304347826,0.0652173913,0.1195652174,0.1304347826,0.7391304348,0.8369565217,0.8369565217,0.7391304348,0.0434782609,0.0054347826,0.0434782609,0.125,0,0,0,0,0,0,0,0,0,0,0,0,f
12,0,PalletTown,0,0,0,0,0.0869565217,0.0923913043,0,0.0054347826,0.1304347826,0.0652173913,0.1195652174,0.1304347826,0.7391304348,0.8369565217,0.8369565217,0.7391304348,0.0434782609,0.0054347826,0.0434782609,0.125,0,0,0,0,0,0,0,0,0,0,0,0,f
12,1,PalletTown,0,0,0,0,0.0869565217,0.0923913043,0,0.0054347826,0.1304347826,0.0652173913,0.1195652174,0.1304347826,0.7391304348,0.8369565217,0.8369565217,0.7391304348,0.0434782609,0.0054347826,0.0434782609,0.125,0,0,0,0,0,0,0,0,0,0,0,0,f
12,2,PalletTown,0,0.1133333333,0.1133333333,0.0266666667,0.76,0.6133333333,0.6133333333,0.76,0,0,0,0,0.0066666667,0,0.1133333333,0.1066666667,0.2333333333,0.2466666667,0.16,0.1,0,0,0,0,0,0,0,0,0,0.0266666667,0,0.0066666667,d
12,3,PalletTown,0,0.1133333333,0.1133333333,0.0266666667,0.76,0.6133333333,0.6133333333,0.76,0,0,0,0,0.0066666667,0,0.1133333333,0.1066666667,0.2333333333,0.2466666667,0.16,0.1,0,0,0,0,0,0,0,0,0,0.0266666667,0,0.0066666667,d
12,4,PalletTown,0,0.1133333333,0.1133333333,0.0266666667,0.76,0.6133333333,0.6133333333,0.76,0,0,0,0,0.0066666667,0,0.1133333333,0.1066666667,0.2333333333,0.2466666667,0.16,0.1,0,0,0,0,0,0,0,0,0,0.0266666667,0,0.0066666667,d
12,5,PalletTown,0,0.1133333333,0.1133333333,0.0266666667,0.76,0.6133333333,0.6133333333,0.76,0,0,0,0,0.0066666667,0,0.1133333333,0.1066666667,0.2333333333,0.2466666667,0.16,0.1,0,0,0,0,0,0,0,0,0,0.0266666667,0,0.0066666667,d
12,6,PalletTown,0,0.1133333333,0.1133333333,0.0266666667,0.76,0.6133333333,0.6133333333,0.76,0,0,0,0,0.0066666667,0,0.1133333333,0.1066666667,0.2333333333,0.2466666667,0.16,0.1,0,0,0,0,0,0,0,0,0,0.0266666667,0,0.0066666667,d
12,7,PalletTown,0,0.1133333333,0.1133333333,0.0266666667,0.76,0.6133333333,0.6133333333,0.76,0,0,0,0,0.0066666667,0,0.1133333333,0.1066666667,0.2333333333,0.2466666667,0.16,0.1,0,0,0,0,0,0,0,0,0,0.0266666667,0,0.0066666667,d
12,8,PalletTown,0,0.1133333333,0.1133333333,0.0266666667,0.76,0.6133333333,0.6133333333,0.76,0,0,0,0,0.0066666667,0,0.1133333333,0.1066666667,0.2333333333,0.2466666667,0.16,0.1,0,0,0,0,0,0,0,0,0,0.0266666667,0,0.0066666667,d
12,9,PalletTown,0,0.1133333333,0.1133333333,0.0266666667,0.76,0.6133333333,0.6133333333,0.76,0,0,0,0,0.0066666667,0,0.1133333333,0.1066666667,0.2333333333,0.2466666667,0.16,0.1,0,0,0,0,0,0,0,0,0,0.0266666667,0,0.0066666667,d
12,10,PalletTown,0,0.1133333333,0.1133333333,0.0266666667,0.76,0.6133333333,0.6133333333,0.76,0,0,0,0,0.0066666667,0,0.1133333333,0.1066666667,0.2333333333,0.2466666667,0.16,0.1,0,0,0,0,0,0,0,0,0,0.0266666667,0,0.0066666667,d
12,11,PalletTown,0,0.1133333333,0.1133333333,0.0266666667,0.76,0.6133333333,0.6133333333,0.76,0,0,0,0,0.0066666667,0,0.1133333333,0.1066666667,0.2333333333,0.2466666667,0.16,0.1,0,0,0,0,0,0,0,0,0,0.0266666667,0,0.0066666667,d
12,12,PalletTown,0.0779220779,0,0,0.0519480519,0.0974025974,0.1558441558,0.2402597403,0.2272727273,0,0.0519480519,0.012987013,0,0.1493506494,0.0519480519,0.0064935065,0.0519480519,0.6428571429,0.7402597403,0.7402597403,0.6428571429,0,0,0,0,0,0,0,0,0.0324675325,0,0,0.025974026,g
12,13,PalletTown,0.8235294118,0.75,0.75,0.8235294118,0.0588235294,0.25,0.25,0,0,0,0,0,0,0,0,0,0.1176470588,0,0,0.1764705882,0,0,0,0,0,0,0,0,0,0,0,0,b
12,14,PalletTown,0.8235294118,0.75,0.75,0.8235294118,0.0588235294,0.25,0.25,0,0,0,0,0,0,0,0,0,0.1176470588,0,0,0.1764705882,0,0,0,0,0,0,0,0,0,0,0,0,b
12,15,PalletTown,0.8235294118,0.75,0.75,0.8235294118,0.0588235294,0.25,0.25,0,0,0,0,0,0,0,0,0,0.1176470588,0,0,0.1764705882,0,0,0,0,0,0,0,0,0,0,0,0,b
12,16,PalletTown,0.8235294118,0.75,0.75,0.8235294118,0.0588235294,0.25,0.25,0,0,0,0,0,0,0,0,0,0.1176470588,0,0,0.1764705882,0,0,0,0,0,0,0,0,0,0,0,0,b
12,17,PalletTown,0.8235294118,0.75,0.75,0.8235294118,0.0588235294,0.25,0.25,0,0,0,0,0,0,0,0,0,0.1176470588,0,0,0.1764705882,0,0,0,0,0,0,0,0,0,0,0,0,b
12,18,PalletTown,0.8235294118,0.75,0.75,0.8235294118,0.0588235294,0.25,0.25,0,0,0,0,0,0,0,0,0,0.1176470588,0,0,0.1764705882,0,0,0,0,0,0,0,0,0,0,0,0,b
12,19,PalletTown,0.8235294118,0.75,0.75,0.8235294118,0.0588235294,0.25,0.25,0,0,0,0,0,0,0,0,0,0.1176470588,0,0,0.1764705882,0,0,0,0,0,0,0,0,0,0,0,0,b
12,20,PalletTown,0,0.1133333333,0.1133333333,0.0266666667,0.76,0.6133333333,0.6133333333,0.76,0,0,0,0,0.0066666667,0,0.1133333333,0.1066666667,0.2333333333,0.2466666667,0.16,0.1,0,0,0,0,0,0,0,0,0,0.0266666667,0,0.0066666667,d
12,21,PalletTown,0.0779220779,0,0,0.0519480519,0.0974025974,0.1558441558,0.2402597403,0.2272727273,0,0.0519480519,0.012987013,0,0.1493506494,0.0519480519,0.0064935065,0.0519480519,0.6428571429,0.7402597403,0.7402597403,0.6428571429,0,0,0,0,0,0,0,0,0.0324675325,0,0,0.025974026,g
12,22,PalletTown,0,0,0,0,0.0869565217,0.0923913043,0,0.0054347826,0.1304347826,0.0652173913,0.1195652174,0.1304347826,0.7391304348,0.8369565217,0.8369565217,0.7391304348,0.0434782609,0.0054347826,0.0434782609,0.125,0,0,0,0,0,0,0,0,0,0,0,0,f
12,23,PalletTown,0,0,0,0,0.0869565217,0.0923913043,0,0.0054347826,0.1304347826,0.0652173913,0.1195652174,0.1304347826,0.7391304348,0.8369565217,0.8369565217,0.7391304348,0.0434782609,0.0054347826,0.0434782609,0.125,0,0,0,0,0,0,0,0,0,0,0,0,f
13,0,PalletTown,0,0,0,0,0.0869565217,0.0923913043,0,0.0054347826,0.1304347826,0.0652173913,0.1195652174,0.1304347826,0.7391304348,0.8369565217,0.8369565217,0.7391304348,0.0434782609,0.0054347826,0.0434782609,0.125,0,0,0,0,0,0,0,0,0,0,0,0,f
13,1,PalletTown,0,0,0,0,0.0869565217,0.0923913043,0,0.0054347826,0.1304347826,0.0652173913,0.1195652174,0.1304347826,0.7391304348,0.8369565217,0.8369565217,0.7391304348,0.0434782609,0.0054347826,0.0434782609,0.125,0,0,0,0,0,0,0,0,0,0,0,0,f
13,2,PalletTown,0,0.1133333333,0.1133333333,0.0266666667,0.76,0.6133333333,0.6133333333,0.76,0,0,0,0,0.0066666667,0,0.1133333333,0.1066666667,0.2333333333,0.2466666667,0.16,0.1,0,0,0,0,0,0,0,0,0,0.0266666667,0,0.0066666667,d
13,3,PalletTown,0,0.1133333333,0.1133333333,0.0266666667,0.76,0.6133333333,0.6133333333,0.76,0,0,0,0,0.0066666667,0,0.1133333333,0.1066666667,0.2333333333,0.2466666667,0.16,0.1,0,0,0,0,0,0,0,0,0,0.0266666667,0,0.0066666667,d
13,4,PalletTown,0.0779220779,0,0,0.0519480519,0.0974025974,0.1558441558,0.2402597403,0.2272727273,0,0.0519480519,0.012987013,0,0.1493506494,0.0519480519,0.0064935065,0.0519480519,0.6428571429,0.7402597403,0.7402597403,0.6428571429,0,0,0,0,0,0,0,0,0.0324675325,0,0,0.025974026,g
13,5,PalletTown,0.0779220779,0,0,0.0519480519,0.0974025974,0.1558441558,0.2402597403,0.2272727273,0,0.0519480519,0.012987013,0,0.1493506494,0.0519480519,0.0064935065,0.0519480519,0.6428571429,0.7402597403,0.7402597403,0.6428571429,0,0,0,0,0,0,0,0,0.0324675325,0,0,0.025974026,g
13,6,PalletTown,0.0779220779,0,0,0.0519480519,0.0974025974,0.1558441558,0.2402597403,0.2272727273,0,0.0519480519,0.012987013,0,0.1493506494,0.0519480519,0.0064935065,0.0519480519,0.6428571429,0.7402597403,0.7402597403,0.6428571429,0,0,0,0,0,0,0,0,0.0324675325,0,0,0.025974026,g
13,7,PalletTown,0.0779220779,0,0,0.0519480519,0.0974025974,0.1558441558,0.2402597403,0.2272727273,0,0.0519480519,0.012987013,0,0.1493506494,0.0519480519,0.0064935065,0.0519480519,0.6428571429,0.7402597403,0.7402597403,0.6428571429,0,0,0,0,0,0,0,0,0.0324675325,0,0,0.025974026,g
13,8,PalletTown,0.0779220779,0,0,0.0519480519,0.0974025974,0.1558441558,0.2402597403,0.2272727273,0,0.0519480519,0.012987013,0,0.1493506494,0.0519480519,0.0064935065,0.0519480519,0.6428571429,0.7402597403,0.7402597403,0.6428571429,0,0,0,0,0,0,0,0,0.0324675325,0,0,0.025974026,g
13,9,PalletTown,0.0779220779,0,0,0.0519480519,0.0974025974,0.1558441558,0.2402597403,0.2272727273,0,0.0519480519,0.012987013,0,0.1493506494,0.0519480519,0.0064935065,0.0519480519,0.6428571429,0.7402597403,0.7402597403,0.6428571429,0,0,0,0,0,0,0,0,0.0324675325,0,0,0.025974026,g
13,10,PalletTown,0.0779220779,0,0,0.0519480519,0.0974025974,0.1558441558,0.2402597403,0.2272727273,0,0.0519480519,0.012987013,0,0.1493506494,0.0519480519,0.0064935065,0.0519480519,0.6428571429,0.7402597403,0.7402597403,0.6428571429,0,0,0,0,0,0,0,0,0.0324675325,0,0,0.025974026,g
13,11,PalletTown,0,0.1133333333,0.1133333333,0.0266666667,0.76,0.6133333333,0.6133333333,0.76,0,0,0,0,0.0066666667,0,0.1133333333,0.1066666667,0.2333333333,0.2466666667,0.16,0.1,0,0,0,0,0,0,0,0,0,0.0266666667,0,0.0066666667,d
13,12,PalletTown,0.0779220779,0,0,0.0519480519,0.0974025974,0.1558441558,0.2402597403,0.2272727273,0,0.0519480519,0.012987013,0,0.1493506494,0.0519480519,0.0064935065,0.0519480519,0.6428571429,0.7402597403,0.7402597403,0.6428571429,0,0,0,0,0,0,0,0,0.0324675325,0,0,0.025974026,g
13,13,PalletTown,0.8235294118,0.75,0.75,0.8235294118,0.0588235294,0.25,0.25,0,0,0,0,0,0,0,0,0,0.1176470588,0,0,0.1764705882,0,0,0,0,0,0,0,0,0,0,0,0,b
13,14,PalletTown,0.8235294118,0.75,0.75,0.8235294118,0.0588235294,0.25,0.25,0,0,0,0,0,0,0,0,0,0.1176470588,0,0,0.1764705882,0,0,0,0,0,0,0,0,0,0,0,0,b
13,15,PalletTown,0.8235294118,0.75,0.75,0.8235294118,0.0588235294,0.25,0.25,0,0,0,0,0,0,0,0,0,0.1176470588,0,0,0.1764705882,0,0,0,0,0,0,0,0,0,0,0,0,b
13,16,PalletTown,0.8235294118,0.75,0.75,0.8235294118,0.0588235294,0.25,0.25,0,0,0,0,0,0,0,0,0,0.1176470588,0,0,0.1764705882,0,0,0,0,0,0,0,0,0,0,0,0,b
13,17,PalletTown,0.8235294118,0.75,0.75,0.8235294118,0.0588235294,0.25,0.25,0,0,0,0,0,0,0,0,0,0.1176470588,0,0,0.1764705882,0,0,0,0,0,0,0,0,0,0,0,0,b
13,18,PalletTown,0.8235294118,0.75,0.75,0.8235294118,0.0588235294,0.25,0.25,0,0,0,0,0,0,0,0,0,0.1176470588,0,0,0.1764705882,0,0,0,0,0,0,0,0,0,0,0,0,b
13,19,PalletTown,0.8235294118,0.75,0.75,0.8235294118,0.0588235294,0.25,0.25,0,0,0,0,0,0,0,0,0,0.1176470588,0,0,0.1764705882,0,0,0,0,0,0,0,0,0,0,0,0,b
13,20,PalletTown,0,0.1133333333,0.1133333333,0.0266666667,0.76,0.6133333333,0.6133333333,0.76,0,0,0,0,0.0066666667,0,0.1133333333,0.1066666667,0.2333333333,0.2466666667,0.16,0.1,0,0,0,0,0,0,0,0,0,0.0266666667,0,0.0066666667,d
13,21,PalletTown,0.0779220779,0,0,0.0519480519,0.0974025974,0.1558441558,0.2402597403,0.2272727273,0,0.0519480519,0.012987013,0,0.1493506494,0.0519480519,0.0064935065,0.0519480519,0.6428571429,0.7402597403,0.7402597403,0.6428571429,0,0,0,0,0,0,0,0,0.0324675325,0,0,0.025974026,g
13,22,PalletTown,0,0,0,0,0.0869565217,0.0923913043,0,0.0054347826,0.1304347826,0.0652173913,0.1195652174,0.1304347826,0.7391304348,0.8369565217,0.8369565217,0.7391304348,0.0434782609,0.0054347826,0.0434782609,0.125,0,0,0,0,0,0,0,0,0,0,0,0,f
13,23,PalletTown,0,0,0,0,0.0869565217,0.0923913043,0,0.0054347826,0.1304347826,0.0652173913,0.1195652174,0.1304347826,0.7391304348,0.8369565217,0.8369565217,0.7391304348,0.0434782609,0.0054347826,0.0434782609,0.125,0,0,0,0,0,0,0,0,0,0,0,0,f
14,0,PalletTown,0,0,0,0,0.0869565217,0.0923913043,0,0.0054347826,0.1304347826,0.0652173913,0.1195652174,0.1304347826,0.7391304348,0.8369565217,0.8369565217,0.7391304348,0.0434782609,0.0054347826,0.0434782609,0.125,0,0,0,0,0,0,0,0,0,0,0,0,f
14,1,PalletTown,0,0,0,0,0.0869565217,0.0923913043,0,0.0054347826,0.1304347826,0.0652173913,0.1195652174,0.1304347826,0.7391304348,0.8369565217,0.8369565217,0.7391304348,0.0434782609,0.0054347826,0.0434782609,0.125,0,0,0,0,0,0,0,0,0,0,0,0,f
14,2,PalletTown,0,0.1133333333,0.1133333333,0.0266666667,0.76,0.6133333333,0.6133333333,0.76,0,0,0,0,0.0066666667,0,0.1133333333,0.1066666667,0.2333333333,0.2466666667,0.16,0.1,0,0,0,0,0,0,0,0,0,0.0266666667,0,0.0066666667,d
14,3,PalletTown,0,0.1133333333,0.1133333333,0.0266666667,0.76,0.6133333333,0.6133333333,0.76,0,0,0,0,0.0066666667,0,0.1133333333,0.1066666667,0.2333333333,0.2466666667,0.16,0.1,0,0,0,0,0,0,0,0,0,0.0266666667,0,0.0066666667,d
